Datum,Adress,Kommun,Område,Slutpris/Sistabud,Pris,Boarea,Rum
2025-04-16,Södermannagatan 60,Stockholm,Södermalm,Slutpris,4800000,40.0,2.0
2025-04-16,Bergsundsgatan 16,Stockholm,Hornstull,Slutpris,3430000,27.0,1.0
2025-04-16,Typografvägen 3,Stockholm,Aspudden,Slutpris,7300000,80.0,3.0
2025-04-16,Östgötagatan 40,Stockholm,Södermalm,Slutpris,6615000,56.0,2.0
2025-04-16,Västerled 31,Stockholm,Äppelviken,Slutpris,5720000,70.0,2.0
2025-04-16,Jakob Westinsgatan 7,Stockholm,Kungsholmen,Slutpris,7900000,77.0,2.5
2025-04-16,Birger Jarlsgatan 46B,Stockholm,Östermalm,Sista bud,9700000,68.0,3.0
2025-04-16,Atlasgatan 13,Stockholm,Vasastan,Slutpris,3400000,25.0,1.5
2025-04-16,Charlottenburgsvägen 32C,Solna,Råsunda,Sista bud,2550000,36.0,1.0
2025-04-16,Kungsholms Hamnplan 5A,Stockholm,Kungsholmen,Sista bud,7985000,64.0,2.0
2025-04-16,Ninni Kronbergs gata 10,Stockholm,Vasastan,Sista bud,4380000,46.0,2.0
2025-04-16,Folkskolegatan 3,Stockholm,Södermalm,Sista bud,4400000,40.0,2.0
2025-04-16,Tivolivägen 12,Stockholm,Västberga,Sista bud,2195000,39.0,1.5
2025-04-16,Vintrosagatan 50,Stockholm,Hagsätra,Slutpris,2280000,80.0,3.0
2025-04-16,Gästrikegatan 18A,Stockholm,Vasastan,Sista bud,7070000,53.0,2.0
2025-04-16,Storsjövägen 41,Stockholm,Årsta,Slutpris,3075000,52.0,3.0
2025-04-16,Loviselundsvägen 17,Stockholm,Hässelby Gård,Sista bud,1395000,69.0,3.5
2025-04-16,Östgötagatan 68,Stockholm,Södermalm,Slutpris,9750000,77.0,3.5
2025-04-16,Grindvägen 2M,Norrtälje,Grind,Sista bud,1550000,73.0,3.0
2025-04-16,Wargentinsgatan 5D,Stockholm,Kungsholmen,Sista bud,4500000,40.0,2.0
2025-04-16,Sturehillsvägen 6,Stockholm,Liljeholmskajen,Slutpris,6150000,84.0,3.0
2025-04-16,Svetsarvägen 21,Järfälla,Kallhäll,Slutpris,1695000,39.2,1.0
2025-04-16,Bergaparksvägen 28,Österåker,Centrala Åkersberga,Sista bud,2395000,74.1,2.5
2025-04-16,Åkerbyvägen 92,Täby,Täby Centrum,Sista bud,4100000,88.5,3.0
2025-04-16,Skånegatan 80,Stockholm,Nytorget,Sista bud,9750000,67.0,3.0
2025-04-16,Skridskovägen 13,Stockholm,Västertorp,Slutpris,5920000,92.0,4.0
2025-04-16,Rådmansgatan 8,Stockholm,Östermalm,Slutpris,6200000,55.0,2.0
2025-04-16,Riksdalervägen 7,Stockholm,Hägerstensåsen,Sista bud,3924500,63.0,2.0
2025-04-16,Ullerudsbacken 85,Stockholm,Farsta Strand,Sista bud,3250000,75.1,3.0
2025-04-16,Lanforsvägen 47,Stockholm,Hjorthagen,Sista bud,3275000,44.2,2.0
2025-04-16,Brommavägen 8,Solna,Vireberg,Sista bud,3450000,57.0,2.0
2025-04-16,Hästskovägen 7,Värmdö,Hästhagen,Slutpris,3150000,90.0,3.0
2025-04-16,Finnbergsvägen 62,Nacka,Finnboda,Sista bud,4500000,67.0,2.0
2025-04-16,Slalomvägen 15,Stockholm,Västertorp,Slutpris,2850000,57.0,2.0
2025-04-16,Grev Magnigatan 10A,Stockholm,Östermalm,Sista bud,7250000,52.0,2.0
2025-04-16,Serenadvägen 11,Nacka,Nacka Forum,Slutpris,2400000,44.0,1.0
2025-04-16,Petrejusvägen 24,Stockholm,Hammarbyhöjden,Sista bud,4200000,61.0,3.0
2025-04-16,Björnsonsgatan 158,Stockholm,Bromma,Sista bud,6250000,124.0,5.0
2025-04-16,Sigtunagatan 3,Stockholm,Vasastan Odenplan,Sista bud,12550000,93.0,3.0
2025-04-16,Segelbåtsvägen 10,Stockholm,Essingeöarna,Sista bud,8050000,90.0,4.0
2025-04-16,Parkvägen 1,Vallentuna,Vallentuna Centrum,Sista bud,1300000,38.5,2.0
2025-04-16,Ringvägen 100,Haninge,Västerhaninge,Sista bud,1850000,77.0,4.0
2025-04-16,Rörstrandsgatan 31,Stockholm,Vasastan,Slutpris,13450000,97.0,3.0
2025-04-16,Vega Allé 79,Haninge,Vega,Sista bud,2895000,70.0,4.0
2025-04-16,Scheelegatan 40A,Stockholm,Kungsholmen,Sista bud,7500000,75.0,3.0
2025-04-15,Kvarnbacksvägen 119,Stockholm,Bromma,Slutpris,3000000,54.0,3.0
2025-04-15,Svarvargatan 20,Stockholm,Kungsholmen,Slutpris,3035000,27.0,1.0
2025-04-15,August Wahlströms väg 19,Danderyd,Mörbybacken,Slutpris,3600000,62.6,2.0
2025-04-15,Hagaesplanaden 97,Stockholm,Hagastaden,Slutpris,5050000,45.0,2.0
2025-04-15,Kristinelundsvägen 30,Solna,Huvudsta,Slutpris,3800000,86.0,3.0
2025-04-15,Årstaskogs väg 7C,Stockholm,Liljeholmskajen,Slutpris,7000000,99.0,4.0
2025-04-15,Högklintavägen 20,Sundbyberg,Centrala Sundbyberg,Slutpris,5450000,80.0,3.0
2025-04-15,Eklångsvägen 12,Stockholm,Årsta,Slutpris,3500000,54.2,2.0
2025-04-15,Simpbylevägen 8B,Norrtälje,Gransäter,Sista bud,1375000,80.7,3.0
2025-04-15,Flintbacken 6,Stockholm,Södermalm,Slutpris,2660000,29.5,1.0
2025-04-15,Fleminggatan 60A,Stockholm,Kungsholmen,Slutpris,5150000,34.0,2.0
2025-04-15,Fridhemsgatan 66A,Stockholm,Kungsholmen,Slutpris,6000000,54.0,2.0
2025-04-15,Karlsviksgatan 4,Stockholm,Kungsholmen,Slutpris,8350000,66.0,2.0
2025-04-15,Teknologgatan 7A,Stockholm,Vasastan,Slutpris,5600000,46.0,2.0
2025-04-15,Högalidsgatan 32B,Stockholm,Högalid,Slutpris,9000000,68.0,3.0
2025-04-15,Middagsvägen 16,Botkyrka,Tullinge,Slutpris,2050000,75.0,2.0
2025-04-15,Nytorgsgatan 15A,Stockholm,Södermalm,Sista bud,5400000,40.0,2.0
2025-04-15,Tegelbruksgatan 3,Vallentuna,Vallentuna Centrum,Sista bud,3150000,70.0,2.0
2025-04-15,Kristinehovsgatan 5A,Stockholm,Södermalm,Slutpris,3160000,26.0,1.5
2025-04-15,Bastugatan 25,Stockholm,Södermalm,Slutpris,6150000,48.0,1.5
2025-04-15,Högalidsgatan 34A,Stockholm,Södermalm Högalid,Slutpris,4425000,39.0,2.0
2025-04-15,Sågenvägen 12,Haninge,Sågen,Slutpris,1725000,63.0,2.0
2025-04-15,Hägerstensvägen 109,Stockholm,Aspudden,Slutpris,7350000,66.0,3.0
2025-04-15,Torsbygatan 34,Stockholm,Farsta,Slutpris,1350000,25.0,1.0
2025-04-15,Erik Dahlbergsgatan 37,Stockholm,Gärdet,Slutpris,3200000,27.0,1.0
2025-04-15,Katarina Bangata 59C,Stockholm,Nytorget,Sista bud,4000000,36.0,2.0
2025-04-15,Strindbergsgatan 41,Stockholm,Nedre Gärdet,Slutpris,10275000,75.0,3.0
2025-04-15,Falugatan 19,Stockholm,Vasastan,Slutpris,4610000,36.0,2.0
2025-04-15,Högbergsgatan 67,Stockholm,Södermalm Maria,Slutpris,3685000,29.0,1.0
2025-04-15,Kvarnholmsvägen 102,Nacka,Kvarnholmen,Slutpris,6100000,82.0,4.0
2025-04-15,Fabrikörvägen 11,Nacka,Nacka Strand,Slutpris,4220000,53.0,3.0
2025-04-15,Nyckelvägen 4,Solna,Gamla Råsunda,Slutpris,2025000,24.0,1.0
2025-04-15,Sankt Paulsgatan 28C,Stockholm,Maria,Slutpris,3870000,29.0,2.0
2025-04-15,Storsjövägen 43,Stockholm,Årsta,Slutpris,3250000,62.0,3.0
2025-04-15,Dalagatan 41,Stockholm,Vasastan,Slutpris,11500000,90.0,3.0
2025-04-15,Swedenborgsgatan 40,Stockholm,Södermalm,Sista bud,5800000,60.0,2.0
2025-04-15,Klubbacken 65,Stockholm,Hägersten,Sista bud,2765000,37.8,1.0
2025-04-15,Krukmakargatan 65,Stockholm,Södermalm Högalid,Slutpris,4900000,44.0,2.0
2025-04-15,Stamgatan 2,Stockholm,Gamla Östberga,Slutpris,2500000,78.0,3.0
2025-04-15,Viktor Sjöströms väg 3,Solna,Råsunda,Sista bud,4500000,56.0,2.0
2025-04-15,Skyttegatan 19,Norrtälje,Kvisthamra,Slutpris,1550000,51.0,2.0
2025-04-15,Bondegatan 7,Stockholm,Södermalm,Sista bud,6100000,57.0,2.0
2025-04-15,Vega Allé 98,Haninge,Vega,Slutpris,3750000,93.0,4.0
2025-04-15,Svartviksvägen 21,Stockholm,Bromma,Slutpris,4350000,56.0,3.0
2025-04-15,Orvar Odds väg 51,Stockholm,Fredhäll,Slutpris,5900000,56.0,2.0
2025-04-15,Döbelnsgatan 89,Stockholm,Vasastan,Slutpris,4100000,37.0,2.0
2025-04-15,Olshammarsgatan 89,Stockholm,Hagsätra,Slutpris,2050000,68.0,3.0
2025-04-15,Björkbacksvägen 11,Tyresö,Centrala Tyresö,Slutpris,2600000,94.0,4.0
2025-04-15,Tellusborgsvägen 44,Stockholm,Midsommarkransen,Slutpris,3160000,41.0,2.0
2025-04-15,Kanalvägen 28,Österåker,Centrum,Slutpris,2700000,67.2,2.5
2025-04-15,Sehlstedtsgatan 7,Stockholm,Gärdet,Slutpris,4000000,43.0,1.5
2025-04-15,Linbastuvägen 4F,Täby,Gribbylund,Slutpris,1575000,31.0,1.0
2025-04-15,Södermannagatan 60,Stockholm,Södermalm,Slutpris,4925000,40.0,2.0
2025-04-15,Diligensvägen 5,Nacka,Jarlaberg,Sista bud,1700000,63.5,2.0
2025-04-15,Cirkusvägen 14,Stockholm,Telefonplan,Slutpris,2500000,51.0,2.0
2025-04-15,Mjölnerbacken 76,Sundbyberg,Rissne,Slutpris,2470000,79.5,3.0
2025-04-15,Odengatan 6,Stockholm,Östermalm,Slutpris,15500000,118.0,4.0
2025-04-15,Kustjägargränd 1,Vaxholm,Rindö Hamn,Slutpris,6100000,90.0,4.0
2025-04-15,Skogvaktargatan 2A,Stockholm,Hjorthagen,Slutpris,3050000,39.0,2.0
2025-04-15,Kirunagatan 48,Stockholm,Vällingby Centrum,Slutpris,2295000,58.0,2.0
2025-04-15,Dalbobranten 33,Stockholm,Sköndal,Slutpris,3350000,84.5,4.0
2025-04-15,Rosengatan 12B,Sundbyberg,Centrala,Slutpris,5450000,75.0,3.0
2025-04-15,Wallingatan 31,Stockholm,Vasastan,Slutpris,10200000,70.0,3.0
2025-04-15,Hälsingegatan 37,Stockholm,Vasastan,Sista bud,4450000,37.5,2.0
2025-04-15,Kungssätravägen 23A,Stockholm,Sätra,Slutpris,2350000,70.7,3.0
2025-04-15,Ullvidevägen 23,Stockholm,Vällingby,Slutpris,2000000,71.0,3.0
2025-04-15,Edagränd 5,Stockholm,Farsta,Slutpris,4710000,93.0,4.0
2025-04-15,Spannvägen 15,Stockholm,Bromma,Slutpris,2750000,38.5,2.0
2025-04-15,Lundagatan 9,Solna,Huvudsta,Slutpris,3275000,61.0,2.0
2025-04-15,Sköndalsvägen 126,Stockholm,Sköndal,Slutpris,1915000,42.0,1.0
2025-04-15,Honnörsgatan 23,Solna,Järvastaden,Slutpris,6360000,109.0,4.0
2025-04-15,Styrmansgatan 11,Stockholm,Östermalm,Sista bud,2990000,20.0,1.0
2025-04-15,Rålambsvägen 72,Stockholm,Kungsholmen Fredhäll,Slutpris,3450000,35.0,1.5
2025-04-15,Fastlagsvägen 72,Stockholm,Aspudden,Slutpris,4000000,54.0,3.0
2025-04-15,Engelbrektsgatan 12,Stockholm,Östermalm,Slutpris,3000000,25.0,1.0
2025-04-15,Lidköpingsvägen 10,Stockholm,Hammarbyhöjden,Sista bud,6550000,84.0,4.0
2025-04-15,Karlbergsvägen 78,Stockholm,Vasastan,Slutpris,3150000,30.0,1.0
2025-04-15,Marieviksgatan 44,Stockholm,Liljeholmskajen,Slutpris,6050000,87.0,3.0
2025-04-15,Lugnets Allé 63,Stockholm,Hammarby Sjöstad,Slutpris,5200000,53.0,2.0
2025-04-15,Lillkalmarvägen 74B,Danderyd,Djursholm,Slutpris,4087500,76.0,2.5
2025-04-15,Tranebergsvägen 10,Stockholm,Bromma,Slutpris,5600000,68.0,3.0
2025-04-15,Björketorpsvägen 9,Stockholm,Bromma,Slutpris,3800000,77.0,3.5
2025-04-15,Svartensgatan 12A,Stockholm,Katarina,Sista bud,12295000,118.0,3.0
2025-04-15,Vulcanusgatan 1,Stockholm,Vasastan,Slutpris,7045000,60.0,2.5
2025-04-15,Båtbyggargatan 1,Stockholm,Hammarby Sjöstad,Sista bud,3100000,36.0,1.5
2025-04-15,Polhemsgatan 5A,Solna,Huvudsta,Sista bud,3920000,69.5,3.0
2025-04-15,Lidköpingsvägen 64,Stockholm,Johanneshov,Sista bud,3790000,57.5,3.0
2025-04-15,Vallfartsvägen 2,Stockholm,Aspudden,Slutpris,3610000,41.5,2.0
2025-04-15,Banmästargatan 10,Solna,Ulriksdal,Sista bud,2850000,49.0,2.0
2025-04-15,Folkparksvägen 164,Stockholm,Älvsjö,Slutpris,4250000,84.5,3.0
2025-04-15,Tre Kronors väg 35,Nacka,Kvarnholmen,Slutpris,4600000,68.0,3.0
2025-04-15,Tulegatan 26,Stockholm,Vasastan,Slutpris,6700000,57.0,2.0
2025-04-15,Kolonnvägen 2,Solna,Haga Norra,Sista bud,2320000,34.0,1.0
2025-04-15,Bollmorabacken 19,Tyresö,Centrala Tyresö,Slutpris,2800000,99.5,4.0
2025-04-15,Blekingegatan 61,Stockholm,Södermalm,Slutpris,11150000,92.0,3.0
2025-04-15,Sandstuguvägen 55,Botkyrka,Tumba,Slutpris,2125000,52.3,2.0
2025-04-15,Tomtebogatan 8,Stockholm,Birkastan,Slutpris,3900000,34.0,2.0
2025-04-15,Frejgatan 46A,Stockholm,Vasastan,Slutpris,10400000,71.0,3.0
2025-04-15,Fingerörtsvägen 6,Nacka,Järla Sjö,Slutpris,5525000,74.0,3.0
2025-04-14,Dalbobranten 30,Stockholm,Farsta stadsdelsområde,Slutpris,6500000,94.0,4.0
2025-04-14,Nämndemansgatan 25,Solna,Frösunda,Slutpris,6300000,102.0,4.0
2025-04-14,Polhemsgatan 8,Stockholm,Kungsholmen,Slutpris,6700000,55.0,2.0
2025-04-14,Untravägen 25,Stockholm,Hjorthagen,Slutpris,3200000,44.2,2.0
2025-04-14,Malmgårdsvägen 30K,Stockholm,Södermalm,Slutpris,10800000,107.0,4.0
2025-04-14,Rindögatan 14,Stockholm,Gärdet,Slutpris,3350000,25.0,1.0
2025-04-14,Huvudstagatan 3C,Solna,Fristaden,Slutpris,5000000,82.0,3.0
2025-04-14,Solnavägen 15G,Solna,Karolinska,Slutpris,6300000,88.0,4.0
2025-04-14,Enköpingsvägen 9A,Solna,Norra Frösunda,Slutpris,2800000,64.0,2.0
2025-04-14,Bondegatan 1C,Stockholm,Södermalm,Slutpris,6350000,54.0,2.0
2025-04-14,Albatrossvägen 112,Haninge,Vendelsömalm,Slutpris,2400000,77.0,3.0
2025-04-14,Hälsingegatan 10A,Stockholm,Vasastan,Slutpris,4450000,35.0,1.0
2025-04-14,Sankt Eriksgatan 39,Stockholm,Kungsholmen,Slutpris,4900000,48.0,2.0
2025-04-14,Galonvägen 17,Stockholm,Bromma,Slutpris,3300000,51.0,2.0
2025-04-14,Blomstervägen 52,Nacka,Finntorp,Slutpris,3000000,65.0,3.0
2025-04-14,Krukmakargatan 26,Stockholm,Södermalm Högalid,Slutpris,5370000,53.0,2.0
2025-04-14,Norra Stationsgatan 115,Stockholm,Vasastan,Slutpris,7600000,53.0,2.0
2025-04-14,Gotlandsgatan 76A,Stockholm,Södermalm,Slutpris,10000000,87.0,3.0
2025-04-14,Mörbyhöjden 17,Danderyd,Mörbyskogen,Slutpris,2275000,36.4,1.0
2025-04-14,Oaxen 82C,Södertälje,Mörkö,Slutpris,3995000,77.0,3.0
2025-04-14,Källängsvägen 11,Lidingö,Näset,Sista bud,4175000,75.0,3.0
2025-04-14,Styrmansgatan 50,Stockholm,Östermalm,Slutpris,8250000,63.0,2.0
2025-04-14,John Ericssonsgatan 16,Stockholm,Kungsholmen,Sista bud,5010000,40.0,2.0
2025-04-14,Bergsgatan 31,Stockholm,Kungsholmen,Slutpris,8000000,78.0,3.0
2025-04-14,Maria Prästgårdsgata 13,Stockholm,Södermalm,Slutpris,8750000,72.0,3.0
2025-04-14,Krysshammarvägen 30,Solna,Huvudsta,Sista bud,3600000,81.6,3.0
2025-04-14,Sankt Eriksgatan 100,Stockholm,Vasastan,Sista bud,13300000,101.0,4.0
2025-04-14,Ymsenvägen 2,Stockholm,Årsta,Slutpris,4000000,58.0,3.0
2025-04-14,Finnbergsvägen 3,Nacka,Finnberget,Slutpris,4050000,76.0,3.0
2025-04-14,Centralgatan 42B,Nynäshamn,Centrala,Slutpris,1350000,62.0,2.0
2025-04-14,Fridhemsgatan 64A,Stockholm,Kungsholmen,Slutpris,6675000,57.8,2.0
2025-04-14,Hägerstensvägen 111,Stockholm,Aspudden,Slutpris,3500000,48.0,2.0
2025-04-14,Nickelgränd 8,Stockholm,Vällingby Grimsta,Slutpris,2650000,80.0,3.0
2025-04-14,Bjurholmsplan 28,Stockholm,Södermalm Katarina,Slutpris,3650000,38.0,1.0
2025-04-14,Västmannagatan 72,Stockholm,Vasastan,Slutpris,9250000,81.5,3.0
2025-04-14,Brahegatan 58,Stockholm,Östermalm,Slutpris,6920000,55.0,2.5
2025-04-14,Tornslingan 8,Huddinge,Trångsund,Slutpris,2375000,72.0,3.0
2025-04-14,Sankt Göransgatan 152,Stockholm,Kungsholmen Stadshagen,Slutpris,4495000,61.0,2.0
2025-04-14,Publikvägen 21,Värmdö,Gustavsberg Farstadal,Slutpris,3500000,82.0,3.0
2025-04-14,Surbrunnsgatan 5,Stockholm,Östermalm,Slutpris,8300000,71.0,3.0
2025-04-14,Skebokvarnsvägen 317,Stockholm,Bandhagen,Slutpris,1620000,29.0,1.0
2025-04-14,Stamgatan 1,Stockholm,Gamla Östberga,Slutpris,2930000,95.0,6.0
2025-04-14,Bergtorpsvägen 54C,Täby,Viggbyholm,Slutpris,3800000,71.5,4.0
2025-04-14,Emmy Rappes gata 2,Stockholm,Vasastan,Slutpris,8600000,72.0,3.0
2025-04-14,Nybodagatan 5,Solna,Skytteholm,Slutpris,5700000,97.0,4.0
2025-04-14,Smörbrödsvägen 17,Stockholm,Sköndal,Slutpris,2535000,56.5,2.0
2025-04-14,Drejargatan 1,Stockholm,Vasastan,Slutpris,3830000,32.0,1.0
2025-04-14,Trädgårdsgatan 6B,Norrtälje,Grossgärdet,Slutpris,3600000,97.0,3.0
2025-04-14,Roslagsgatan 47,Stockholm,Vasastan,Slutpris,5600000,47.0,2.0
2025-04-14,Höglundavägen 13,Haninge,Jordbro,Slutpris,1100000,61.0,2.0
2025-04-14,Segervägen 210C,Stockholm,Älvsjö,Slutpris,5300000,124.0,5.0
2025-04-14,Gotlandsgatan 37,Stockholm,Södermalm Katarina,Slutpris,5600000,61.0,3.0
2025-04-14,Råsundavägen 72,Solna,Råsunda,Slutpris,5650000,118.0,4.0
2025-04-14,Vintrosagatan 1,Stockholm,Hagsätra,Slutpris,1550000,33.0,2.0
2025-04-14,Svartviksslingan 114,Stockholm,Bromma,Slutpris,5750000,77.5,3.5
2025-04-14,Bollmorabacken 21,Tyresö,Centrala Tyresö,Slutpris,2095000,47.0,2.0
2025-04-14,Arrendatorsvägen 5,Huddinge,Centrala Huddinge,Slutpris,1900000,44.0,2.0
2025-04-14,Vintergatan 2B,Sundbyberg,Centrala Sundbyberg,Slutpris,2850000,35.0,1.5
2025-04-14,Ågesta Broväg 63,Stockholm,Farsta,Sista bud,4150000,91.0,4.0
2025-04-14,Tappvägen 31D,Stockholm,Bromma,Slutpris,2215000,35.0,1.0
2025-04-14,Strahlenbergsgatan 19,Stockholm,Hammarbyhöjden,Slutpris,3275000,47.0,2.0
2025-04-14,Kungssätravägen 27A,Stockholm,Sätra,Slutpris,2250000,70.7,3.0
2025-04-14,Torsten Alms gata 33,Stockholm,Aspudden,Sista bud,3200000,54.0,2.0
2025-04-14,Hamngatan 22A,Sundbyberg,Centrala Sundbyberg,Slutpris,4120000,55.0,2.0
2025-04-14,Älvsåkersgränd 10,Stockholm,Östberga,Slutpris,2200000,71.0,2.0
2025-04-14,Turbingränd 14,Järfälla,Kallhäll,Slutpris,4150000,107.0,5.0
2025-04-14,Midsommarvägen 14,Stockholm,Midsommarkransen,Slutpris,3050000,44.0,2.0
2025-04-14,Thorildsvägen 4,Stockholm,Kungsholmen,Sista bud,3125000,37.5,1.0
2025-04-14,Ekängsgränd 5,Tyresö,Tyresö Strand,Sista bud,3800000,81.0,3.0
2025-04-14,Valborgsmässovägen 29,Stockholm,Midsommarkransen,Sista bud,3300000,51.0,2.0
2025-04-14,Johan Enbergs väg 11,Solna,Västra Skogen,Slutpris,5125000,78.0,3.0
2025-04-14,Stamgatan 89,Stockholm,Gamla Östberga,Slutpris,2700000,77.5,3.0
2025-04-14,Annedalsvägen 42,Stockholm,Bromma,Slutpris,5100000,89.0,4.0
2025-04-14,Optikvägen 8C,Lidingö,Dalénum,Slutpris,3995000,59.0,2.0
2025-04-14,Fru Kristinas gränd 3,Stockholm,Älvsjö,Slutpris,5800000,103.5,4.0
2025-04-14,Fabelvägen 19,Järfälla,Kallhäll,Slutpris,1500000,42.0,1.5
2025-04-14,Nybohovsbacken 35D,Stockholm,Liljeholmen,Slutpris,5750000,65.0,3.0
2025-04-14,Stamgatan 49,Stockholm,Gamla Östberga,Slutpris,3075000,95.0,5.0
2025-04-14,Primusgatan 69,Stockholm,Lilla Essingen,Slutpris,7550000,78.0,3.0
2025-04-14,Hebergsgränd 2,Stockholm,Östberga,Slutpris,2625000,66.0,2.0
2025-04-14,Hagalundsgatan 10,Solna,Hagalund,Slutpris,3650000,79.0,3.0
2025-04-14,Eldsbergagränd 10,Stockholm,Östberga,Slutpris,2250000,83.0,3.0
2025-04-14,Mattvägen 9,Stockholm,Bromma,Sista bud,2195000,39.0,2.0
2025-04-14,Kolonigatan 3,Södertälje,Mariekäll,Slutpris,1595000,52.0,2.0
2025-04-14,Radiusbacken 39,Stockholm,Midsommarkransen,Slutpris,3300000,48.0,2.0
2025-04-14,Löfströms Allé 2D,Sundbyberg,Centrala Sundbyberg,Slutpris,6000000,79.0,3.0
2025-04-14,Norrbackagatan 60,Stockholm,Vasastan Birkastan,Sista bud,4530000,40.0,2.0
2025-04-14,Sonja Kovalevskys gata 3,Stockholm,Vasastan,Slutpris,8550000,56.0,2.0
2025-04-14,Tollareslingan 5,Nacka,Tollare,Slutpris,2770000,40.0,2.0
2025-04-14,Baldergatan 20,Sigtuna,Märsta,Slutpris,1150000,44.0,1.5
2025-04-14,Stamgatan 76,Stockholm,Gamla Östberga,Slutpris,1625000,32.0,1.0
2025-04-14,Månstorpsvägen 20,Botkyrka,Tullingeberg,Sista bud,1895000,57.5,2.0
2025-04-14,Bäckvägen 153,Stockholm,Hägerstensåsen,Slutpris,2900000,47.0,2.0
2025-04-13,Maskinistvägen 9,Järfälla,Bolinder Strand,Slutpris,2750000,46.0,2.0
2025-04-13,Råsundavägen 101C,Solna,Råsunda,Slutpris,7750000,91.0,3.0
2025-04-13,Majrovägen 19,Stockholm,Gubbängen,Slutpris,2500000,40.0,2.0
2025-04-13,Söderberga Allé 40,Stockholm,Söderberga,Slutpris,2200000,86.0,3.0
2025-04-13,Läggestavägen 10,Stockholm,Bandhagen,Slutpris,2750000,57.0,3.0
2025-04-13,Råsundavägen 100,Solna,Gamla Råsunda,Slutpris,5750000,89.0,4.0
2025-04-13,Henriksdalsringen 1,Nacka,Henriksdalsringen,Slutpris,1910000,41.0,1.0
2025-04-13,Vegagatan 16,Sundbyberg,Centrala Sundbyberg,Slutpris,4200000,56.0,2.0
2025-04-13,Liljeholmstorget 8,Stockholm,Liljeholmen,Slutpris,5350000,69.0,2.0
2025-04-13,Folkskolegatan 20,Stockholm,Södermalm,Slutpris,3150000,29.0,1.0
2025-04-13,Warfvinges väg 18,Stockholm,Kungsholmen,Slutpris,6680000,78.5,3.0
2025-04-13,Skarpövägen 35,Nacka,Västra Orminge,Slutpris,2550000,61.0,3.0
2025-04-13,Birkagatan 28B,Stockholm,Vasastan,Slutpris,19600000,146.0,5.0
2025-04-13,Sikvägen 28,Tyresö,Centrala Tyresö,Sista bud,2800000,80.0,4.0
2025-04-13,Augustendalsvägen 4D,Nacka,Nacka Strand,Slutpris,7595000,112.0,4.0
2025-04-13,Floragatan 19,Stockholm,Östermalm,Slutpris,19500000,107.0,4.0
2025-04-13,Beckomberga Allé 13,Stockholm,Beckomberga,Slutpris,5400000,105.5,4.0
2025-04-13,Höjdvägen 9,Österåker,Åkersberga Centrum,Slutpris,5900000,133.0,4.0
2025-04-13,Björnstigen 107,Solna,Bergshamra,Slutpris,3950000,69.0,3.0
2025-04-13,Roslagsgatan 23B,Stockholm,Vasastan,Slutpris,5990000,57.0,2.0
2025-04-13,Albatrossvägen 102,Haninge,Vendelsömalm,Slutpris,1695000,63.0,2.0
2025-04-13,Grindtorpsvägen 45,Täby,Grindtorp,Slutpris,1780000,29.5,1.5
2025-04-13,Logdansvägen 26,Sundbyberg,Ör,Slutpris,2200000,71.1,2.0
2025-04-13,Östra Finnbodavägen 13B,Nacka,Saltsjöqvarn,Slutpris,9995000,107.0,4.0
2025-04-13,Bastuhagsvägen 49,Stockholm,Stureby,Sista bud,2495000,36.5,2.0
2025-04-13,Nina Einhorns gata 8,Stockholm,Vasastan,Slutpris,4450000,43.0,2.0
2025-04-13,Kamomillagatan 27,Stockholm,Bromma,Slutpris,3995000,71.0,3.0
2025-04-13,Råcksta Gårdsväg 21,Stockholm,Parkstad,Sista bud,1995000,42.0,2.0
2025-04-13,Jonstorpsvägen 22,Solna,Huvudsta,Slutpris,3695000,81.0,3.0
2025-04-13,Arkens väg 24,Haninge,Handen,Sista bud,1695000,43.0,1.0
2025-04-13,Meteorvägen 54,Täby,Grindtorp,Slutpris,2995000,81.0,3.0
2025-04-13,Vendelsömalmsvägen 104,Haninge,Vendelsö,Slutpris,1350000,25.0,1.5
2025-04-13,Fallskärmsgatan 1,Stockholm,Skarpnäck,Sista bud,2700000,78.5,3.0
2025-04-12,Torrängsgatan 6,Solna,Unspecified,Slutpris,6075000,112.0,5.0
2025-04-12,Fageredsgränd 28,Stockholm,Östberga,Slutpris,1800000,71.0,2.0
2025-04-12,Wiboms väg 4,Solna,Skogen,Slutpris,3900000,83.0,3.0
2025-04-12,Veckovägen 38,Järfälla,Unspecified,Slutpris,1525000,58.5,2.0
2025-04-12,Solnavägen 100A,Solna,Råsunda,Slutpris,4150000,54.0,3.0
2025-04-12,Norrtullsgatan 30,Stockholm,Vasastan,Slutpris,4500000,49.0,2.0
2025-04-12,Sankt Eriksgatan 109,Stockholm,Vasastan Odenplan,Slutpris,9300000,74.0,3.5
2025-04-12,Hangarvägen 5,Täby,Hägernäs,Sista bud,1960000,97.9,4.0
2025-04-12,Örsvängen 11,Sundbyberg,Ör,Sista bud,3430000,87.0,4.0
2025-04-12,Industrigatan 8,Stockholm,Kungsholmen,Slutpris,5250000,67.0,2.0
2025-04-12,Ture Sventons gata 1,Stockholm,Bromma,Slutpris,2925000,50.0,2.0
2025-04-12,Finn Malmgrens väg 1C,Stockholm,Hammarbyhöjden,Slutpris,2800000,63.0,2.0
2025-04-12,Fridensborgsvägen 108,Solna,Järvastaden,Slutpris,5600000,95.0,4.0
