Datum,Adress,Kommun,Område,Slutpris/Sistabud,Pris,Boarea,Rum
2025-03-11,Kopparvägen 5,Järfälla,Kallhäll,Slutpris,3085000,77.0,3.0
2025-03-11,Grevgatan 49,Stockholm,Östermalm,Slutpris,4250000,34.0,1.5
2025-03-11,Tulegatan 72,Sundbyberg,Centrala Sundbyberg,Slutpris,2500000,40.0,1.0
2025-03-11,Bastugatan 45,Stockholm,Södermalm,Slutpris,7400000,62.0,3.0
2025-03-11,Gjuteribacken 8A,Sundbyberg,Centrala Sundbyberg,Slutpris,4370000,68.0,3.0
2025-03-11,Skagafjordsgatan 3,Stockholm,Kista,Slutpris,2780000,71.5,3.0
2025-03-11,Medsolsbacken 15,Stockholm,Hässelby Strand,Slutpris,1995000,78.0,3.0
2025-03-11,Midgårdsvägen 12,Täby,Kyrkby,Slutpris,1845000,51.0,2.0
2025-03-11,Gästrikegatan 3,Stockholm,Vasastan,Slutpris,3550000,27.0,1.0
2025-03-11,Ektorpsvägen 1,Nacka,Ektorp,Slutpris,1700000,28.0,1.0
2025-03-11,Midsommargränd 2,Stockholm,Midsommarkransen,Slutpris,3570000,45.0,2.0
2025-03-11,Edövägen 7H,Nacka,Västra Orminge,Slutpris,2175000,44.0,2.0
2025-03-11,Vassviksvägen 6A,Nacka,Kummelnäs,Slutpris,1525000,20.0,1.0
2025-03-11,Klarabergsvägen 14A,Haninge,Vendelsömalm,Slutpris,1795000,69.0,2.0
2025-03-11,Gränsgatan 28,Solna,Råsunda,Sista bud,3100000,37.0,1.5
2025-03-11,Terrängvägen 5,Lidingö,Sticklinge,Slutpris,4200000,64.6,3.0
2025-03-11,Boplatsvägen 4,Sundbyberg,Brotorp,Slutpris,1990000,34.0,1.5
2025-03-10,Anna Steckséns gata 15,Stockholm,Hagastaden,Slutpris,3600000,31.0,1.5
2025-03-10,Surbrunnsgatan 34A,Stockholm,Vasastan,Slutpris,11100000,76.0,3.0
2025-03-10,Tegvägen 78,Järfälla,Viksjö,Slutpris,1800000,65.0,2.0
2025-03-10,Gubbkärrsvägen 19A,Stockholm,Bromma,Slutpris,4500000,72.0,3.0
2025-03-10,Katarina Bangata 67A,Stockholm,Södermalm,Slutpris,3300000,28.0,1.0
2025-03-10,Kungstensgatan 28B,Stockholm,Norrmalm,Slutpris,10875000,88.0,3.0
2025-03-10,Pyrolavägen 50,Lidingö,Skärsätra,Slutpris,1925000,29.5,1.0
2025-03-10,Johan Skyttes väg 382,Stockholm,Älvsjö,Slutpris,3475000,59.0,2.0
2025-03-10,Falugatan 24,Stockholm,Vasastan,Slutpris,8650000,75.0,3.0
2025-03-10,Torsgatan 69,Stockholm,Vasastan,Slutpris,7050000,58.0,2.0
2025-03-10,Responsgatan 36,Stockholm,Telefonplan,Slutpris,2094000,27.0,2.0
2025-03-10,Valhallavägen 174,Stockholm,Östermalm,Slutpris,4200000,41.0,1.5
2025-03-10,Gumshornsgatan 9,Stockholm,Östermalm,Slutpris,4800000,41.0,1.0
2025-03-10,Sandfjärdsgatan 88,Stockholm,Årsta,Slutpris,4300000,91.5,4.0
2025-03-10,Åsvägen 2,Solna,Råsunda,Slutpris,5650000,74.0,3.0
2025-03-10,Lövholmsvägen 21,Stockholm,Liljeholmen,Slutpris,4725000,61.0,3.0
2025-03-10,Sibyllegatan 51,Stockholm,Östermalm,Slutpris,6200000,54.0,2.0
2025-03-10,Sandelsgatan 40,Stockholm,Gärdet,Slutpris,6000000,43.0,1.5
2025-03-10,Norrtullsgatan 25F,Stockholm,Vasastan,Slutpris,8150000,64.0,2.0
2025-03-10,Odengatan 23,Stockholm,Östermalm,Slutpris,27000000,209.0,6.0
2025-03-10,Erik Dahlbergsgatan 41,Stockholm,Nedre Gärdet,Slutpris,5100000,46.0,1.5
2025-03-10,Finntorpsvägen 10,Nacka,Sickla,Slutpris,3250000,56.0,2.0
2025-03-10,Göran Elgfelts gata 5A,Täby,Täby Centrum,Slutpris,2800000,44.0,2.0
2025-03-10,Atlasmuren 4,Stockholm,Vasastan,Slutpris,8400000,72.0,2.5
2025-03-10,Ehrensvärdsgatan 4,Stockholm,Norr Mälarstrand,Slutpris,5215000,41.0,2.0
2025-03-10,Nynäsvägen 48,Haninge,Handen,Slutpris,2000000,67.0,2.0
2025-03-10,Huggarvägen 43,Haninge,Ribby,Slutpris,2000000,81.0,3.5
2025-03-10,Holländargatan 9A,Stockholm,Vasastan,Slutpris,4255000,35.0,1.0
2025-03-10,Thorsten Levenstams väg 2C,Stockholm,Sköndal,Slutpris,2350000,34.0,2.0
2025-03-10,Aktergatan 20,Stockholm,Hammarby Sjöstad,Sista bud,5100000,55.0,2.0
2025-03-10,Chamottevägen 7,Värmdö,Porslinskvarteren,Slutpris,3700000,82.0,4.0
2025-03-10,Lundagatan 42B,Stockholm,Södermalm,Slutpris,4625000,41.5,2.0
2025-03-10,Industrigatan 14,Stockholm,Kungsholmen,Slutpris,4460000,41.0,2.0
2025-03-10,Sankt Eriksgatan 103,Stockholm,Vasastan,Slutpris,3000000,25.0,1.0
2025-03-10,Edinsvägen 2,Nacka,Ektorp,Slutpris,2720000,73.0,3.0
2025-03-10,Safirgatan 9,Norrtälje,Centrala Norrtälje,Slutpris,1500000,52.0,2.0
2025-03-10,Snörmakarvägen 29,Stockholm,Brommaplan,Slutpris,2725000,54.0,3.0
2025-03-10,Pyrolavägen 28,Lidingö,Skärsätra,Slutpris,3600000,69.5,3.0
2025-03-10,Sickla Kanalgata 51,Stockholm,Hammarby Sjöstad,Slutpris,8200000,86.5,4.0
2025-03-10,Västmannagatan 25,Stockholm,Vasastan,Slutpris,7750000,64.0,3.0
2025-03-10,Essingetorget 44,Stockholm,Essingeöarna,Slutpris,2800000,42.0,2.0
2025-03-10,Jaktgatan 17,Stockholm,Norra Djurgårdsstaden,Slutpris,5100000,54.0,2.0
2025-03-10,Hägerstensvägen 166,Stockholm,Aspudden,Slutpris,4520000,54.5,2.0
2025-03-10,Liljeholmsvägen 10,Stockholm,Hägersten-Liljeholmen,Slutpris,10500000,117.0,4.0
2025-03-10,Vallatorpsvägen 5B,Täby,Vallatorp,Slutpris,2200000,53.7,2.0
2025-03-10,Gästrikegatan 13,Stockholm,Vasastan,Slutpris,6100000,44.0,2.0
2025-03-10,Sollentunavägen 195A,Sollentuna,Tureberg,Slutpris,2175000,33.0,1.0
2025-03-10,Pastellvägen 13,Stockholm,Blåsut,Slutpris,4470000,72.0,3.0
2025-03-10,Döbelnsgatan 57,Stockholm,Vasastan,Slutpris,12500000,93.0,3.0
2025-03-10,Industrigatan 9,Stockholm,Kungsholmen,Slutpris,6700000,64.0,2.0
2025-03-10,Fyrvaktarkroken 6,Stockholm,Blåsut,Slutpris,3550000,53.0,2.0
2025-03-10,Norrgården 14,Vallentuna,Centrum,Slutpris,2300000,96.5,4.0
2025-03-10,Odengatan 22,Stockholm,Vasastan,Sista bud,20000000,138.0,3.0
2025-03-10,Ölandsgatan 46,Stockholm,Södermalm,Slutpris,4750000,46.0,2.0
2025-03-10,Evenemangsgatan 12,Solna,Arenastaden,Slutpris,3800000,69.0,2.0
2025-03-10,Dalbyvägen 22J,Norrtälje,Färsna,Slutpris,1675000,59.5,2.0
2025-03-10,Edinsvägen 11,Nacka,Ektorp,Slutpris,1750000,29.5,1.0
2025-03-10,Vallavägen 157,Haninge,Handen,Slutpris,1860000,90.5,4.0
2025-03-10,Fredriksdalsgatan 7,Stockholm,Hammarby Sjöstad,Slutpris,4700000,62.5,2.0
2025-03-10,Ringvägen 153,Stockholm,Södermalm,Slutpris,3450000,33.0,2.0
2025-03-10,Valutavägen 27,Stockholm,Hägerstensåsen,Slutpris,2960000,53.0,2.0
2025-03-10,Brahegatan 52,Stockholm,Östermalm,Sista bud,12050000,89.0,3.5
2025-03-10,Furusundsgatan 6,Stockholm,Gärdet,Slutpris,2900000,24.0,1.0
2025-03-10,Gösta Ekmans väg 3,Stockholm,Axelsberg,Slutpris,3225000,67.1,2.0
2025-03-10,Kvarnvägen 34,Järfälla,Jakobsberg,Slutpris,965000,31.0,1.0
2025-03-10,Tallåsvägen 150B,Vallentuna,Kragstalund,Slutpris,2195000,58.0,2.0
2025-03-10,Åkerbyvägen 168,Täby,Täby Centrum,Sista bud,2810000,82.5,3.0
2025-03-10,Vänortsstråket 45B,Sollentuna,Tureberg,Slutpris,2550000,85.5,3.0
2025-03-10,Folkparksvägen 174,Stockholm,Solberga,Slutpris,4050000,75.0,3.0
2025-03-10,Narvavägen 23B,Stockholm,Östermalm,Slutpris,26200000,146.0,5.0
2025-03-10,Vasavägen 6,Solna,Råsunda,Slutpris,4150000,70.0,3.0
2025-03-10,Klippgatan 14F,Stockholm,Södermalm Sofia,Slutpris,5350000,51.0,2.5
2025-03-10,Nakterhusvägen 3,Haninge,Vega,Slutpris,2025000,42.0,2.0
2025-03-10,Thunbergsgatan 23,Stockholm,Hammarbyhöjden,Slutpris,3400000,50.0,2.0
2025-03-10,Vintergatan 2A,Sundbyberg,Centrala Sundbyberg,Slutpris,3350000,41.0,2.0
2025-03-10,Ektorpsvägen 11,Nacka,Ektorp,Sista bud,1495000,32.0,1.5
2025-03-10,Vega Allé 69,Haninge,Vega,Slutpris,3100000,75.0,3.0
2025-03-10,Tombolavägen 4,Stockholm,Telefonplan,Slutpris,2925000,51.0,2.0
2025-03-10,Sköntorpsvägen 5,Stockholm,Årsta,Slutpris,2600000,54.0,2.0
2025-03-10,Svedbergsplan 6,Stockholm,Kungsholmen,Slutpris,3875000,51.0,2.0
2025-03-10,Fridensborgsvägen 159,Solna,Järvastaden,Slutpris,2950000,53.5,2.0
2025-03-10,Södervägen 66,Täby,Viggbygärdet,Slutpris,2950000,85.5,3.0
2025-03-10,Lupinstigen 41A,Haninge,Vendelsö,Slutpris,2800000,50.0,2.0
2025-03-10,Ugglevägen 7,Nacka,Ektorp,Slutpris,2150000,38.3,2.0
2025-03-10,Brännuddsvägen 7,Vaxholm,Rindö,Slutpris,4000000,108.0,3.0
2025-03-10,Vaktbergsvägen 15B,Nynäshamn,Norra Nynäshamn,Slutpris,1575000,76.5,3.0
2025-03-10,Beckomberga Ängsväg 41,Stockholm,Bromma,Slutpris,4800000,80.0,3.0
2025-03-10,Vesslevägen 40,Stockholm,Ålsten,Slutpris,2195000,26.0,1.0
2025-03-10,Viggengatan 11,Järfälla,Barkarbystaden,Slutpris,1875000,41.0,2.0
2025-03-10,Nyängsvägen 8,Botkyrka,Tullinge,Slutpris,2550000,65.5,3.0
2025-03-10,Sjötullstorget 14,Norrtälje,Hamn,Slutpris,2995000,75.0,3.0
2025-03-10,Övre Villagatan 48,Södertälje,Unspecified,Sista bud,2325000,77.0,3.0
2025-03-10,Ursviks Allé 21,Sundbyberg,Ursvik,Slutpris,1895000,40.0,1.5
2025-03-10,Vallagränd 10,Haninge,Handen,Slutpris,1875000,54.0,2.0
2025-03-10,Essinge Brogata 22,Stockholm,Essingen,Slutpris,2740000,31.0,2.0
2025-03-10,Adolfsbergsvägen 12,Stockholm,Mariehäll,Sista bud,1615000,20.0,1.0
2025-03-10,Arkens väg 10,Haninge,Handen,Slutpris,1250000,62.5,2.0
2025-03-10,Sankt Göransgatan 70,Stockholm,Fridhemsplan,Slutpris,7900000,39.0,2.0
2025-03-10,Esplanaden 11A,Norrtälje,Esplanaden,Slutpris,2100000,73.1,3.0
2025-03-10,Lugnets Allé 35,Stockholm,Hammarby Sjöstad,Slutpris,6100000,72.0,3.0
2025-03-10,Karlbergsvägen 84A,Stockholm,Vasastan,Slutpris,7725000,63.0,2.0
2025-03-09,Lekparksgatan 2,Solna,Järvastaden,Slutpris,2750000,47.0,2.0
2025-03-09,Vårvägen 3,Solna,Råsunda,Slutpris,3400000,52.0,2.0
2025-03-09,Tjustgatan 3,Stockholm,Södermalm,Slutpris,4025000,37.0,1.5
2025-03-09,Östervägen 36,Solna,Råsunda,Slutpris,4100000,54.5,2.0
2025-03-09,Stopvägen 107,Stockholm,Åkeslund,Slutpris,2635000,41.0,2.0
2025-03-09,Styrmansgatan 23A,Stockholm,Östermalm,Slutpris,12850000,73.0,2.0
2025-03-09,Arbetargatan 29,Stockholm,Kungholmen,Slutpris,5800000,54.0,2.0
2025-03-09,Myrstuguvägen 45,Huddinge,Myrstuguberget,Slutpris,2500000,72.5,2.0
2025-03-09,Klädesvägen 38,Stockholm,Bromma,Slutpris,3400000,59.0,3.0
2025-03-09,Timotejgatan 3,Stockholm,Södermalm Maria,Slutpris,4000000,40.0,2.0
2025-03-09,Åkerbyvägen 116,Täby,Täby Centrum,Slutpris,3400000,86.5,3.0
2025-03-09,Ola Hanssonsgatan 1,Stockholm,Kungsholmen,Slutpris,2700000,29.0,1.5
2025-03-09,Majorsgatan 6,Stockholm,Östermalm,Slutpris,4100000,39.0,1.0
2025-03-09,Solfagravägen 1,Huddinge,Stuvsta,Slutpris,2750000,69.0,3.0
2025-03-09,Kvisthamragatan 7B,Norrtälje,Kvisthamra,Slutpris,1050000,31.5,1.0
2025-03-09,Kristinelundsvägen 28,Solna,Västra Skogen,Slutpris,2450000,50.5,2.0
2025-03-09,Sankt Göransgatan 64B,Stockholm,Kungsholmen,Slutpris,4000000,39.0,2.0
2025-03-09,Källängsvägen 68,Lidingö,Näset,Slutpris,3450000,73.5,3.0
2025-03-09,Tegnérgatan 36,Stockholm,Vasastan,Slutpris,9600000,77.0,3.0
2025-03-09,Aprikosgatan 90,Stockholm,Hässelby,Slutpris,2100000,87.0,3.0
2025-03-09,Vänortsstråket 19,Sollentuna,Tureberg,Slutpris,1600000,42.0,2.0
2025-03-09,Vinkelhaksvägen 2,Nacka,Älta,Slutpris,3600000,106.0,4.0
2025-03-09,Skogstorpsvägen 186,Sollentuna,Helenelund,Sista bud,2995000,69.0,3.0
2025-03-09,Storsjövägen 72A,Stockholm,Årsta,Slutpris,4500000,84.0,3.0
2025-03-09,Finnbergsvägen 62,Nacka,Finnboda,Slutpris,6100000,91.0,3.0
2025-03-09,Luffarbacken 6,Österåker,Centrum,Slutpris,1799000,62.0,2.0
2025-03-09,Nynäsvägen 62,Haninge,Handen,Slutpris,2250000,63.5,2.0
2025-03-09,Vega Allé 75,Haninge,Vega,Slutpris,2150000,52.0,2.0
2025-03-09,Kratsbodavägen 44A,Stockholm,Mariehäll,Slutpris,3100000,44.0,2.0
2025-03-09,Per Lindeströms väg 86,Stockholm,Hammarbyhöjden,Slutpris,2450000,42.0,2.0
2025-03-09,Pipersgatan 27A,Stockholm,Kungsholmen,Slutpris,5850000,57.0,1.5
2025-03-09,Dellensvägen 15,Stockholm,Årsta,Slutpris,3430000,58.0,2.0
2025-03-09,Luffarbacken 8,Österåker,Åkersberga Centrum,Slutpris,1850000,51.0,2.0
2025-03-09,Gaffelseglet 37,Haninge,Vega,Slutpris,1800000,35.0,2.0
2025-03-09,Lundagatan 38B,Stockholm,Södermalm,Slutpris,4360000,40.5,2.0
2025-03-09,Bygatan 1,Solna,Huvudsta,Slutpris,3700000,88.0,3.0
2025-03-09,Runstenstorget 4,Haninge,Handen,Slutpris,3500000,89.0,4.0
2025-03-09,Arrendatorsvägen 6A,Huddinge,Unspecified,Slutpris,1900000,50.0,2.0
2025-03-09,Lidnersgatan 10B,Stockholm,Kristineberg,Slutpris,3700000,46.5,2.0
2025-03-08,Bruksgatan 1C,Nykvarn,Nykvarns kommun,Slutpris,2500000,56.0,2.0
2025-03-08,Esplundagränd 10,Stockholm,Enskede-Årsta-Vantör,Slutpris,3600000,90.0,4.0
2025-03-08,Bodalsvägen 1,Lidingö,Bodal,Slutpris,3900000,67.0,3.0
2025-03-08,Bodalsvägen 7,Lidingö,Bodal,Slutpris,2500000,39.0,1.0
2025-03-08,Frihetsvägen 25,Järfälla,Jakobsberg,Slutpris,2000000,87.0,4.0
2025-03-08,Artillerigatan 33,Stockholm,Östermalm,Slutpris,12100000,81.0,4.0
2025-03-08,Nimrodsgatan 15,Stockholm,Hjorthagen,Slutpris,5250000,51.0,2.0
2025-03-08,Gezelius väg 12,Värmdö,Gustavsberg Östra Ekedal,Slutpris,3900000,87.5,2.0
2025-03-08,Tellusborgsvägen 11,Stockholm,Midsommarkransen,Slutpris,4000000,54.0,2.0
2025-03-08,Ågesta Broväg 75,Stockholm,Farsta Strand,Slutpris,3650000,85.5,3.0
2025-03-08,Tranebergsvägen 8,Stockholm,Bromma,Slutpris,3900000,54.0,2.0
2025-03-08,Grindvägen 12D,Norrtälje,Grind,Slutpris,1395000,81.5,3.0
2025-03-08,Kampementsgatan 8,Stockholm,Gärdet,Slutpris,5820000,64.0,2.5
2025-03-08,Krångedevägen 3,Stockholm,Hjorthagen,Slutpris,2825000,40.0,2.0
2025-03-08,Murstensvägen 39,Vallentuna,Åby Park,Slutpris,2030000,101.0,4.0
2025-03-08,Uppfartsvägen 8,Solna,Råsunda,Slutpris,3800000,53.0,2.0
2025-03-08,Bergsgatan 51,Stockholm,Kungsholmen,Slutpris,3725000,33.0,1.5
2025-03-08,Motionsvägen 1,Lidingö,Sticklinge,Slutpris,3825000,64.3,2.0
2025-03-08,Kuttervägen 4,Täby,Näsbypark,Slutpris,4450000,77.0,3.0
2025-03-08,Torsvikssvängen 23,Lidingö,Torsvik,Slutpris,6100000,73.5,3.0
2025-03-08,Safirgatan 3,Norrtälje,Centralt,Slutpris,1525000,50.5,2.0
2025-03-08,Karlslundsvägen 18,Järfälla,Barkarbystaden,Slutpris,3295000,94.0,4.0
2025-03-08,Bältartorpsgatan 1B,Norrtälje,Centrala Norrtälje,Sista bud,1450000,48.3,2.0
2025-03-08,Solvallavägen 41B,Sundbyberg,Duvbo,Slutpris,4050000,89.0,4.0
2025-03-08,Konstgjutarvägen 40,Stockholm,Globen,Slutpris,3120000,46.7,2.0
2025-03-08,Tollareslingan 5,Nacka,Tollare,Slutpris,2900000,57.0,2.0
2025-03-08,Götalandsvägen 243,Stockholm,Älvsjö Centrum,Slutpris,3495000,76.0,3.0
2025-03-08,Kungsbro Strand 17,Stockholm,Kungsholmen,Slutpris,3900000,35.0,2.0
2025-03-08,Strålgatan 8,Stockholm,Kungsholmen,Slutpris,3350000,38.0,2.0
2025-03-08,Kronometergränd 3,Haninge,Vega,Slutpris,3000000,85.0,4.0
2025-03-08,Lerbäcksgränd 26,Stockholm,Hagsätra,Slutpris,2000000,73.0,3.0
2025-03-08,Virkesvägen 19B,Stockholm,Hammarby Sjöstad,Slutpris,3000000,34.0,1.5
2025-03-08,Mörbylund 23,Danderyd,Inverness,Slutpris,4100000,82.0,3.0
2025-03-07,Vandrarvägen 37A,Botkyrka,Botkyrka kommun,Slutpris,2800000,82.0,4.0
2025-03-07,Essinge Brogata 39,Stockholm,Essingeöarna,Slutpris,2800000,34.0,1.0
2025-03-07,Tjärhovsgatan 22,Stockholm,Södermalm,Slutpris,2300000,19.0,1.0
2025-03-07,Nytorgsgatan 15,Stockholm,Nytorget,Slutpris,6650000,56.0,2.0
2025-03-07,Biblioteksgången 6,Täby,Täby Centrum,Slutpris,2700000,68.0,2.0
2025-03-07,Tomtebogatan 1A,Stockholm,Birkastan,Slutpris,6000000,47.0,2.0
2025-03-07,Warfvinges väg 3,Stockholm,Kungsholmen,Slutpris,5400000,59.0,3.0
2025-03-07,Katarina Bangata 57,Stockholm,Södermalm,Slutpris,4200000,39.0,2.0
2025-03-07,Clas Horns väg 1,Ekerö,Närlunda,Slutpris,3100000,73.0,4.0
2025-03-07,Sveavägen 105B,Stockholm,Vasastan,Slutpris,12750000,130.0,4.5
2025-03-07,Turbinvägen 5A,Nacka,Järla Sjö,Slutpris,5800000,77.0,3.0
2025-03-07,Tussmötevägen 192B,Stockholm,Stureby,Slutpris,6300000,70.0,3.0
2025-03-07,Ploggatan 5,Stockholm,Södermalm Sofia,Slutpris,5500000,48.0,2.0
2025-03-07,Fisksätravägen 28A,Nacka,Fisksätra,Slutpris,885000,23.0,1.0
2025-03-07,Lomvägen 651,Sollentuna,Unspecified,Slutpris,1155000,35.0,1.0
2025-03-07,Alphyddevägen 47,Nacka,Alphyddan,Slutpris,2700000,38.5,1.5
2025-03-07,Rådmansgatan 78,Stockholm,Vasastan,Slutpris,7025000,54.0,2.0
2025-03-07,Järva Skjutbaneväg 56,Solna,Järvastaden,Slutpris,5095000,86.0,4.0
2025-03-07,Banérgatan 44,Stockholm,Östermalm,Slutpris,4850000,32.0,2.0
2025-03-07,Högalidsgatan 34B,Stockholm,Södermalm Högalid,Slutpris,5250000,40.0,1.5
2025-03-07,Tändkulevägen 33,Nacka,Sicklaön,Slutpris,6375000,nan,nan
2025-03-07,Vaktstigen 15,Huddinge,Segeltorp,Slutpris,2400000,69.0,3.0
2025-03-07,Fagningsgatan 5,Stockholm,Norra Djurgårdsstaden,Slutpris,8500000,79.0,3.0
2025-03-07,Norrbackagatan 9,Stockholm,Vasastan,Slutpris,4800000,34.0,2.0
2025-03-07,Sankt Eriksgatan 13,Stockholm,Kungsholmen,Slutpris,3900000,40.0,1.0
2025-03-07,Sickla Allé 13,Nacka,Sickla Allé,Slutpris,4020000,48.5,2.0
2025-03-07,Klippgatan 20C,Solna,Solna Centrum,Slutpris,2750000,46.0,1.0
2025-03-07,Greta Garbos väg 21B,Solna,Gamla Filmstaden,Slutpris,5750000,65.5,2.5
2025-03-07,Wollmar Yxkullsgatan 7,Stockholm,Mariatorget,Slutpris,16000000,108.0,4.0
2025-03-07,Högbergsgatan 67,Stockholm,Södermalm Maria,Slutpris,7370000,57.0,2.0
2025-03-07,Erik Dahlbergsgatan 29,Stockholm,Gärdet,Slutpris,5410000,47.0,2.0
2025-03-07,Mosstenabacken 3,Stockholm,Bandhagen,Slutpris,2300000,56.5,2.0
2025-03-07,Västmannagatan 50,Stockholm,Vasastan,Slutpris,9300000,87.0,4.0
2025-03-07,Högbergsgatan 62D,Stockholm,Södermalm,Sista bud,11000000,102.0,4.0
2025-03-07,Grev Magnigatan 12A,Stockholm,Östermalm,Slutpris,20000000,124.0,4.0
2025-03-07,Årstavägen 71,Stockholm,Årsta,Slutpris,3110000,48.5,2.0
2025-03-07,Kungsholms Strand 137,Stockholm,Kungsholmen,Slutpris,4050000,37.0,2.0
2025-03-07,Tomtebogatan 1B,Stockholm,Vasastan,Slutpris,3945000,31.0,1.0
2025-03-07,Södergatan 9B,Sigtuna,Centrum,Slutpris,2200000,82.0,4.0
2025-03-07,Trålgränd 5,Stockholm,Södermalm,Slutpris,5740000,64.0,2.0
2025-03-07,Evenemangsgatan 40,Solna,Arenastaden,Slutpris,3200000,43.0,2.0
2025-03-07,Hantverkargatan 85,Stockholm,Kungsholmen,Slutpris,7520000,65.0,2.0
2025-03-07,Mirabellbacken 12,Stockholm,Hässelby Strand,Slutpris,2050000,74.0,3.0
2025-03-07,Tornstigen 20A,Sundbyberg,Centrala Sundbyberg,Slutpris,3425000,53.0,2.0
2025-03-07,Midsommarvägen 56,Stockholm,Midsommarkransen,Slutpris,2937500,40.0,2.0
2025-03-07,Kyrkängsbacken 16,Huddinge,Fullersta,Slutpris,2800000,64.5,2.0
2025-03-07,Trubadurvägen 1,Solna,Västra Skogen,Slutpris,3275000,47.0,2.0
2025-03-07,Hägerstensvägen 151,Stockholm,Aspudden,Slutpris,3100000,37.0,2.0
2025-03-07,Harpsundsvägen 76,Stockholm,Högdalen,Slutpris,7600000,132.0,6.0
2025-03-07,Götalandsvägen 213A,Stockholm,Älvsjö,Slutpris,2650000,44.0,2.0
2025-03-07,Lidnersplan 6,Stockholm,Kungsholmen,Slutpris,5900000,55.0,2.0
2025-03-07,Rämensvägen 25A,Stockholm,Årsta,Slutpris,2560000,35.0,2.0
2025-03-07,Jaktgatan 14,Stockholm,Norra Djurgårdsstaden,Slutpris,9150000,96.0,4.0
2025-03-07,Tändkulevägen 33,Nacka,Nacka Strand,Slutpris,3050000,44.0,2.0
2025-03-07,Byggmästarvägen 8,Stockholm,Bromma,Slutpris,5400000,77.0,3.0
2025-03-07,Östrandsvägen 80A,Stockholm,Enskede,Slutpris,4150000,65.0,3.0
2025-03-07,Myrstuguvägen 235,Huddinge,Myrstuguberget,Slutpris,2400000,82.5,3.0
2025-03-07,Sankt Göransgatan 146,Stockholm,Kungsholmen,Slutpris,3500000,41.0,2.0
2025-03-07,Döbelnsgatan 91,Stockholm,Vasastan,Slutpris,4615000,40.0,2.0
2025-03-07,Anton Johanssons väg 6,Järfälla,Kallhäll,Slutpris,4850000,102.0,4.0
2025-03-07,Rosengatan 8,Sundbyberg,Centrala,Slutpris,2875000,31.0,2.0
2025-03-07,Ynglingagatan 5,Stockholm,Vasastan,Slutpris,4050000,40.0,2.0
2025-03-07,Virkesvägen 58,Haninge,Vendelsö,Slutpris,3200000,69.0,4.0
2025-03-07,Essingetorget 40,Stockholm,Stora Essingen,Slutpris,2690000,37.0,2.0
2025-03-07,Bordsvägen 11,Stockholm,Enskede,Slutpris,2350000,44.0,1.5
2025-03-07,Thunbergsgatan 20,Stockholm,Skärmarbrink,Slutpris,2585000,41.0,2.0
2025-03-07,Karlsviksgatan 9,Stockholm,Kungsholmen,Slutpris,4325000,40.0,2.0
2025-03-07,Gotlandsgatan 68,Stockholm,Katarina,Slutpris,9850000,87.0,3.0
2025-03-07,Vendelsömalmsvägen 104,Haninge,Vendelsö,Slutpris,1995000,57.0,2.5
2025-03-07,Sannadalsvägen 3,Stockholm,Gröndal,Slutpris,4250000,58.0,2.0
2025-03-07,Carl-Gustaf Lindstedts gata 10,Stockholm,Kungsholmen,Sista bud,12650000,121.5,4.0
2025-03-07,Fredriksbergsvägen 12,Vaxholm,Vaxön,Slutpris,1800000,44.0,1.0
2025-03-07,Dartanjangs gata 70,Stockholm,Bromma,Slutpris,4725000,105.0,5.0
2025-03-07,Kruthornsvägen 35,Sollentuna,Sollentuna Edsberg,Slutpris,2150000,74.0,3.0
2025-03-07,John Ericssonsgatan 7,Stockholm,Kungsholmen,Slutpris,4150000,38.0,2.0
2025-03-07,Pipersgatan 27A,Stockholm,Kungsholmen,Slutpris,8500000,76.0,2.5
2025-03-07,Kommendörsgatan 42,Stockholm,Östermalm,Sista bud,4890000,33.0,2.0
2025-03-07,Lackerargränd 11,Huddinge,Centrala,Slutpris,2280000,44.0,2.0
2025-03-07,Ludvigsbergsgatan 43,Stockholm,Södermalm,Slutpris,3500000,41.0,1.5
2025-03-07,Hamngatan 26,Sundbyberg,Centrala Sundbyberg,Slutpris,3340000,41.5,2.0
2025-03-07,Sjöviksvägen 81,Stockholm,Liljeholmskajen,Slutpris,4800000,55.0,2.0
2025-03-07,Gärdesvägen 29,Tyresö,Trollbäcken,Slutpris,1325000,20.0,1.0
2025-03-07,Furusundsgatan 14,Stockholm,Gärdet,Slutpris,9475000,97.0,4.0
2025-03-07,Evenemangsgatan 34,Solna,Arenastaden,Slutpris,3825000,67.0,3.0
2025-03-07,Gjuteribacken 20,Sundbyberg,Centrala Sundbyberg,Slutpris,4650000,68.0,3.0
2025-03-07,Frihetsvägen 16,Järfälla,Jakobsberg,Slutpris,1750000,75.9,3.0
2025-03-07,Ritorpsvägen 1,Solna,Ritorp,Slutpris,4700000,87.8,4.0
2025-03-07,Nynäsvägen 345,Stockholm,Enskede,Slutpris,2625000,46.0,1.5
2025-03-07,Malmvägen 16C,Sollentuna,Tureberg,Slutpris,2300000,75.4,3.0
2025-03-07,Vikingavägen 56,Haninge,Handen,Slutpris,1995000,79.5,3.0
2025-03-07,Oxelvägen 55,Nacka,Älta,Slutpris,1900000,88.0,3.0
2025-03-07,Fridensborgsvägen 135,Solna,Järvastaden,Slutpris,3200000,50.0,2.0
2025-03-07,Lillkalmarvägen 46A,Danderyd,Djursholm,Slutpris,3700000,66.8,2.0
